Genre,imdbId,Feature1,Feature2
Action|Adventure|Sci-Fi,1136683,Action,0
Comedy|Drama|Romance,113851,Comedy,2
Action|Romance|Thriller,422236,Action,0
Action|Drama|War,58525,Action,0
Comedy|Crime,34965,Comedy,2
Comedy|Romance,26955,Comedy,2
Action|Adventure|Family,368891,Action,0
Comedy|Fantasy|Romance,107048,Comedy,2
Action,94813,Action,0
Drama|Sci-Fi,414993,Drama,1
Action|Thriller,106689,Action,0
Action|Adventure|Crime,3202890,Action,0
Comedy|Drama|Music,102014,Comedy,2
Action|Adventure|Fantasy,411477,Action,0
Action|Adventure|Drama,1227637,Action,0
Action|Comedy|Thriller,109962,Action,0
Drama,1437366,Drama,1
Comedy|Fantasy|Romance,1058017,Comedy,2
Action|Adventure|Drama,81445,Action,0
Drama|History|War,498380,Drama,1
Action|Drama|Romance,426075,Action,0
Drama|Romance,120108,Drama,1
Action|Comedy|Crime,1408253,Action,0
Drama,417385,Drama,1
Comedy|Crime|Drama,234354,Comedy,2
Comedy|Fantasy|Horror,489235,Comedy,2
Action|Thriller,3488328,Action,0
Comedy|Romance|Western,74553,Comedy,2
Comedy|Drama|Romance,206963,Comedy,2
Drama|Romance,361127,Drama,1
Drama|Romance,174480,Drama,1
Comedy|Music|Romance,40919,Comedy,2
Drama,58745,Drama,1
Action|Adventure,2290553,Action,0
Action|Adventure|Comedy,464913,Action,0
Comedy|Horror|Thriller,464154,Comedy,2
Comedy|Romance,976026,Comedy,2
Comedy|Drama|Romance,80728,Comedy,2
Drama|History|Romance,64645,Drama,1
Action|Adventure|Romance,432637,Action,0
Drama|Mystery,51077,Drama,1
Action|Comedy,102059,Action,0
Action|Sci-Fi,102800,Action,0
Comedy|Drama,239507,Comedy,2
Action|Adventure|Drama,1037705,Action,0
Drama,214605,Drama,1
Comedy|Drama|Romance,464061,Comedy,2
Drama|Family,57523,Drama,1
Drama,1078188,Drama,1
Action|Crime|Thriller,1361318,Action,0
Action|Comedy|History,108593,Action,0
Action|Thriller|Drama,71862,Action,0
Drama|Fantasy|Horror,115963,Drama,1
Comedy|Drama,114798,Comedy,2
Comedy|Family|Fantasy,98453,Comedy,2
Comedy|Drama,128445,Comedy,2
Drama|Romance,109306,Drama,1
Comedy|Drama,118015,Comedy,2
Drama|Romance,39294,Drama,1
Comedy|Drama,21294,Comedy,2
Drama|Thriller,396271,Drama,1
Comedy|Drama,446687,Comedy,2
Action|Crime|Drama,72747,Action,0
Comedy,388500,Comedy,2
Comedy|Drama|Romance,780486,Comedy,2
Action|Adventure|Drama,1181791,Action,0
Action|Romance|Thriller,103303,Action,0
Action|Adventure|Sci-Fi,89530,Action,0
Drama|Sport,106612,Drama,1
Comedy|Romance,38256,Comedy,2
Drama|Comedy,292242,Drama,1
Action|Thriller,977680,Action,0
Comedy|Romance,1142433,Comedy,2
Action|Adventure|Drama,374463,Action,0
Action|Adventure|Family,94074,Action,0
Action,846017,Action,0
Drama,100840,Drama,1
Drama,59527,Drama,1
Comedy|Drama,120686,Comedy,2
Drama,92337,Drama,1
Drama,83326,Drama,1
Action|Fantasy|Sci-Fi,1418377,Action,0
Comedy|Romance|Sport,460721,Comedy,2
Drama,63050,Drama,1
Action|Adventure|Drama,25004,Action,0
Comedy|Romance|Action,311913,Comedy,2
Comedy,102032,Comedy,2
Drama|Fantasy|Thriller,1235124,Drama,1
Drama,77742,Drama,1
Drama|Mystery,83728,Drama,1
Action|Fantasy|Horror,1038686,Action,0
Drama|Crime,396630,Drama,1
Drama,1327827,Drama,1
Drama,56215,Drama,1
Drama,64006,Drama,1
Action|Thriller,105690,Action,0
Drama,1131727,Drama,1
Action|Drama,86304,Action,0
Comedy|Drama|Family,962726,Comedy,2
Comedy,90774,Comedy,2
Action|Comedy|Crime,280490,Action,0
Action|Crime|Drama,386005,Action,0
Drama|Music|Romance,76910,Drama,1
Action|Horror|Sci-Fi,3469284,Action,0
Drama,1364487,Drama,1
Drama,499262,Drama,1
Drama|Sci-Fi,17136,Drama,1
Comedy|Drama,110907,Comedy,2
Drama,72206,Drama,1
Drama,57829,Drama,1
Comedy,243493,Comedy,2
Comedy|Drama,148462,Comedy,2
Comedy|Drama,243991,Comedy,2
Action|Crime|Drama,1060256,Action,0
Action|Comedy|Crime,91051,Action,0
Action|Crime|Fantasy,132910,Action,0
Action,1232831,Action,0
Drama|Sci-Fi,48918,Drama,1
Comedy|Drama|Music,1032856,Comedy,2
Drama|Horror|Thriller,404032,Drama,1
Action|Comedy|Music,1153706,Action,0
Drama|Sport,1125849,Drama,1
Action|Comedy|Horror,487037,Action,0
Comedy|Crime|Mystery,72081,Comedy,2
Action,483918,Action,0
Comedy|Romance,152548,Comedy,2
Comedy|Drama|Fantasy,98356,Comedy,2
Action|Crime|Thriller,1258137,Action,0
Action|Comedy|Crime,238948,Action,0
Action|Adventure|Drama,57714,Action,0
Action|Comedy|Crime,79639,Action,0
Drama|Mystery|Thriller,29310,Drama,1
Comedy|Horror,93990,Comedy,2
Action|Adventure|Biography,49710,Action,0
Drama|Crime,98524,Drama,1
Action|Comedy|Horror,1104835,Action,0
Action|Horror|Thriller,1409798,Action,0
Action|Crime|Drama,982939,Action,0
Drama|Romance,346723,Drama,1
Drama,295004,Drama,1
Action|Adventure|Drama,107027,Action,0
Drama|Fantasy|Sport,146984,Drama,1
Comedy|Horror|Sci-Fi,307109,Comedy,2
Comedy|Horror,71233,Comedy,2
Drama|Mystery|Romance,324554,Drama,1
Drama|Musical|Romance,248126,Drama,1
Action|Drama,2309764,Action,0
Comedy|Crime,108187,Comedy,2
Drama,78152,Drama,1
Action|Adventure|Drama,1783232,Action,0
Action,1596565,Action,0
Action|Western|Adventure,54757,Action,0
Action|Adventure|Sci-Fi,1046173,Action,0
Action|Crime|Thriller,97967,Action,0
Action|Comedy|Crime,2294449,Action,0
Action|Adventure|Fantasy,58544,Action,0
Action,77262,Action,0
Drama,800228,Drama,1
Drama|War,117959,Drama,1
Drama|Mystery|Romance,382806,Drama,1
Drama|Romance|Western,38499,Drama,1
Comedy|Musical|Romance,36384,Comedy,2
Drama|History|War,1258120,Drama,1
Action|Comedy|Crime,295721,Action,0
Action|Adventure|Crime,119088,Action,0
Comedy|Drama|Romance,869994,Comedy,2
Drama|Romance|Western,38053,Drama,1
