Genre,imdbId
Drama|Romance|War,113107
Crime|Drama|Thriller,113451
Comedy,116130
Comedy|Romance,113756
Drama|Romance,118055
Comedy,115685
Comedy|Drama|Romance,112585
Action|Comedy|Crime,112442
Family|Adventure|Drama,112342
Biography|Crime|Drama,112461
Comedy|Drama|Romance,112427
Comedy|Crime|Drama,109093
Adventure|Drama|History,112384
Adventure|Biography|History,114287
Horror,112288
Action|Adventure|Fantasy,112462
Drama,61395
Action|Drama,112495
Comedy,112541
Comedy,109370
Comedy|Family|Fantasy,112642
Crime|Drama|Mystery,112688
Action|Adventure|Mystery,112715
Action|Drama|Thriller,112740
Documentary|Biography|Comedy,109508
Action|Thriller,112851
Crime|Drama|Mystery,112857
Action|Adventure|Thriller,112864
Action|Comedy|Crime,112887
Crime|Drama|Mystery,113044
Action|Adventure|Romance,113071
Adventure|Drama|Family,113114
Comedy|Crime|Drama,113243
Comedy|Drama,113464
Action|Crime|Sci-Fi,113481
Action|Crime|Sci-Fi,113492
Comedy,113500
Drama,113540
Comedy|Drama,113677
Horror|Mystery|Thriller,113690
Drama|Comedy,107447
Drama|Romance,113729
Comedy|Romance,113749
Action|Adventure|Family,113820
Horror|Thriller,110604
Drama|Horror,110620
Action|Crime|Drama,113957
Comedy|Romance,113986
Comedy,114095
Action|Crime|Drama,114194
Comedy|Drama|Fantasy,114241
Drama,114323
Drama|Romance,114345
Drama,114436
Comedy|Drama,114478
Comedy|Drama|Romance,114496
Action|Horror|Sci-Fi,114508
Action|Crime|Drama,114558
Drama|Musical|Romance,58450
Crime|Drama|Thriller,114666
Drama|Fantasy,114663
Biography|Drama|Romance,114702
Comedy|Drama,114682
Action|Thriller,114781
Comedy|Drama,114798
Documentary,114805
Drama|Romance,114887
Action|Adventure|Sci-Fi,114898
Drama|Thriller,114928
Drama,109340
Drama|War,111579
Drama|War,110882
Drama|Romance,112471
Comedy,112508
Drama|Thriller,112438
Comedy|Drama,112571
Drama,112757
Drama|Horror|Mystery,112643
Drama|Romance,112679
Comedy,109445
Comedy|Drama|Romance,112883
Drama|Thriller,109635
Action|Adventure|Thriller,109676
Crime|Comedy|Fantasy,112854
Drama|Mystery|Thriller,109579
Crime|Drama|Mystery,109642
Comedy,109686
Comedy|Drama|Romance,111797
Drama,109759
Comedy|Crime|Romance,109758
Biography|Comedy|Drama,109707
Comedy|Drama|Romance,113117
Comedy|Romance,113097
Adventure|Family,113028
Animation|Adventure|Comedy,113198
Fantasy|Horror|Thriller,113303
Drama|Family|Fantasy,113089
Biography|Drama|Music,109771
Comedy|Drama|Family,113199
Animation|Action|Adventure,113234
Crime|Drama,109906
Documentary|Drama|Sport,110057
Biography|Crime|Drama,110005
Comedy,110066
Biography|Drama|Music,110116
Comedy|Drama|Family,110006
Action|Drama|Thriller,113360
Comedy|Romance,110099
Drama|Fantasy|Horror,110148
Biography|Drama|History,113463
Comedy|Crime,110189
Comedy|Romance|Sci-Fi,110216
Action|Crime|Drama,113501
Adventure|Comedy|Family,113538
Action|Crime|Thriller,113552
Action|Adventure|Fantasy,76759
Drama|Family|Romance,110367
Drama|Family|Fantasy,113670
Drama,110296
Crime|Drama|Thriller,109731
Drama|Romance,103994
Drama|Romance|War,110322
Adventure|Comedy|Family,110443
Crime|Drama,110365
Crime|Drama,107566
Comedy|Drama|Romance,110391
Drama,113691
Biography|Comedy|Drama,110428
Drama|Horror|Romance,109836
Comedy|Family,113755
Comedy|Drama,110538
Comedy|Romance,110516
Family|Fantasy,110527
Comedy,113808
Drama,113896
Drama|Thriller,113870
Comedy|Drama,110684
Drama,110638
Crime|Drama,113967
Comedy|Horror,106402
Comedy|Romance,110671
Crime|Drama,110632
Comedy|Romance,110737
Crime|Drama,110729
Drama|Thriller,114151
Action|Drama|Thriller,114069
Crime|Drama|Thriller,110413
Comedy|Romance|Drama,114113
Comedy|Romance,114210
Crime|Drama,110912
Drama|Romance,110889
Biography|Drama|History,110932
Drama|Romance,114129
Biography|Crime|Drama,110963
Action|Romance|Thriller,114214
Comedy|Drama,114296
Comedy|Drama,110907
Drama|Mystery|Romance,111495
Drama|Music|Mystery,108394
Comedy|Drama|Romance,111507
Drama|Romance,110769
Comedy|Drama,114571
Animation|Comedy|Family,111333
Drama|Family|Fantasy,111112
Action|Crime|Drama,111255
Action|Adventure|Sci-Fi,111282
Comedy|Drama|Family,111070
Crime|Drama,111161
Crime|Thriller,111149
Drama|Thriller,108260
Comedy|Drama|Romance,106966
Comedy|Crime,114594
Comedy|Drama,111309
Adventure|Comedy,113936
Drama|History|War,110081
Action|Comedy|Sci-Fi,114614
Action|Fantasy|Horror,114608
Action|Adventure|Mystery,111280
Crime|Horror|Thriller,114609
Biography|Drama|Romance,111454
Horror|Sci-Fi|Thriller,114852
Adventure|Comedy,114694
Comedy|Drama|Romance,111590
Crime|Thriller,114788
Drama|War,114888
Drama,108550
Action|Crime|Sci-Fi,114857
Comedy|Drama|Romance,114924
Drama,111667
Drama|Romance,109655
Comedy|Drama|Romance,110598
Comedy|Drama|Family,112435
Comedy,109040
Comedy|Music,109045
Biography|Drama|Music,106339
Drama|Romance|Thriller,104779
Comedy|Crime,109348
Action|Crime|Drama,109444
Crime|Drama|Mystery,109446
Comedy|Drama|Romance,109484
Comedy|Drama,109504
Action|Drama|Fantasy,109506
Biography|Drama|Sport,109450
Comedy|Family|Fantasy,109813
Comedy|Drama|Romance,109830
Comedy|Drama|Romance,109831
Crime|Drama|Romance,113305
Action|Comedy|Romance,110093
Comedy|Drama|Romance,110167
Adventure|Family|Romance,110213
Documentary|Biography|History,107472
Animation|Adventure|Drama,110357
Drama,107426
Fantasy|Horror|Mystery,111686
Comedy|Family|Fantasy,110475
Action|Adventure|Comedy,110478
Biography|Drama,110588
Comedy|Crime,110622
Comedy|Drama,110771
Comedy|Drama|Romance,110950
Crime|Drama|Thriller,105226
Comedy|Family,110989
Drama,111054
Action|Adventure|Crime,110997
Action|Adventure|Crime,111257
Comedy|Romance,111256
Action|Crime|Sci-Fi,111438
Action|Comedy|Thriller,111503
Drama|Romance,111693
Drama|Horror|Romance,111742
Adventure|Biography|Crime,111756
Crime|Drama|Thriller,112443
Action|Comedy|Crime,110399
Drama,112570
Drama|History|Romance,109454
Action|Comedy,59170
Crime|Drama|Romance,110186
Animation|Adventure|Sci-Fi,108069
Action|Adventure|Comedy,111301
Action|Thriller,113827
Action|Fantasy|Romance,110027
Fantasy|Horror|Mystery,113409
Biography|Drama|Sport,109021
Crime|Drama|Sport,109035
Comedy|Fantasy,106220
Drama|Romance,106226
Comedy|Crime|Music,109068
Comedy|Family|Sport,109067
Action|Comedy|Crime,106292
Romance|Western,109198
Comedy|Drama|Romance,109219
Comedy|Drama,106379
Comedy|Family,106400
Action|Comedy|Crime,109254
Adventure|Drama|Family,109279
Crime|Drama|Mystery,109297
Action|Crime|Drama,109303
Drama|Sport,109305
Drama|Romance,109306
Horror|Sci-Fi,106452
Drama|Mystery|Romance,106471
Crime|Drama,106489
Adventure|Comedy|Romance,109361
Crime|Drama|Thriller,106519
Comedy|Western,109439
Comedy|Mystery,109443
Action|Adventure|Thriller,106582
Comedy|Sci-Fi,106598
Mystery|Romance|Thriller,109456
Comedy|Crime|Thriller,109480
Action|Comedy|Crime,109493
Drama,106660
Comedy|Romance,106673
Comedy,106677
Action|Crime|Sci-Fi,106697
Documentary|Adventure|Sport,109729
Comedy|Drama|Romance,106834
Comedy|Crime|Thriller,106873
Drama|Music|Romance,106332
Comedy|Romance,109783
Drama|Thriller,106881
Comedy|Music,106880
Comedy|Drama,111732
Drama|Mystery|Romance,106926
Comedy|Crime|Mystery,111712
Comedy|Drama|Romance,106941
Drama|Mystery|Thriller,106918
Adventure|Drama|Family,106965
Crime|Drama|Thriller,109842
Action|Crime|Drama,106977
Drama|History|Western,107004
Action|Adventure|Crime,109890
Comedy|Crime|Family,109891
Drama|Romance,109913
Crime|Drama|Thriller,107057
Action|Thriller,107076
Action|Biography|Drama,107096
Action|Comedy,107144
Comedy,113674
Comedy|Drama,112966
Drama|Romance,107151
Comedy|Music|Romance,110064
Comedy|Drama|Fantasy,110074
Comedy|Drama,110097
Comedy|War,110123
Action|Drama|Thriller,107206
Biography|Drama,107207
Romance|Comedy|Drama,110137
Biography|Drama|Music,108551
Action|Crime|Drama,107286
Adventure|Sci-Fi|Thriller,107290
Crime|Drama|Thriller,107302
Crime|Thriller,110265
Drama|History,107322
Family|Adventure,110305
Action|Adventure|Comedy,107362
Comedy|Family,107413
Comedy|Western,110353
Drama|Romance,107468
Comedy,107478
Crime|Mystery|Thriller,107497
Drama,107501
Comedy|Mystery,107507
Crime|Drama|Thriller,107554
Action|Adventure|Thriller,116253
Biography|Drama|Horror,74102
Comedy|Drama|Romance,111689
Comedy|Drama|Romance,107616
Drama|Romance,107611
Comedy|Romance,107613
Comedy|Drama|Family,107614
Comedy|Drama,107653
Action|Drama|Family,110657
Action|Drama|Sci-Fi,110678
Adventure|Comedy|Drama,110687
Biography|Drama|Fantasy,107756
Crime|Drama|Thriller,107808
Drama,107818
Drama|Music|Romance,107822
Drama|Romance,107840
Action|Drama|Sport,107889
Horror|Sci-Fi|Thriller,111003
Comedy|Crime|Drama,110939
Comedy|Crime|Drama,110955
Drama|Romance,107943
Comedy|Drama,110971
Action|Crime|Drama,107969
Comedy|Drama,111001
Action|Crime|Sci-Fi,107978
Adventure|Comedy|Musical,107977
Action|Crime|Drama,107983
Crime|Drama,105275
Drama|Romance,108000
Biography|Drama|Sport,108002
Biography|Drama,105032
Biography|Drama|History,108052
Comedy|Drama|Sport,111094
Biography|Drama,108065
Drama|Family|Fantasy,108071
Comedy|Crime|Horror,111127
Action|Adventure|Crime,111143
Biography|Drama|Romance,108101
Comedy|Drama,108122
Drama|Comedy,111194
Comedy|Drama|Romance,111201
Comedy|Drama|Mystery,108149
Comedy|Drama|Romance,108160
Drama|Thriller,108162
Sci-Fi|Thriller,83658
Comedy|Drama|Romance,108186
Comedy|Romance,108174
Action|Crime|Mystery,108238
Adventure|Comedy|Family,108255
Action|Adventure|Crime,111323
Action|Comedy|Mystery,111400
Biography|Drama|Music,108328
Comedy|Romance|Drama,111418
Animation|Family|Fantasy,107688
Action|Adventure|Comedy,108333
Action|Biography|Drama,108358
Thriller|Crime|Drama,111488
Crime|Drama|Romance,108399
Documentary|History,108515
Animation|Adventure|Comedy,110763
Comedy|Drama,107779
Drama|Romance|Thriller,110259
Comedy|Drama,114906
Drama|Romance,107002
Comedy,109403
Horror,104029
Comedy,107315
Comedy|Drama,106408
Comedy|Family|Sport,110363
Comedy|Crime|Drama,111709
Comedy,107225
Comedy|Drama,111252
Comedy|Family|Romance,110366
Adventure|Drama|Family,109120
Comedy|Drama|History,110892
Documentary|History,112651
Comedy|Romance,107642
Comedy,112572
Comedy|Family,99785
Drama|Fantasy|Romance,99653
Animation|Adventure|Comedy,103639
Action|Sci-Fi|Thriller,103064
Adventure|Drama|Western,99348
Action|Adventure,96895
Crime|Drama|Thriller,102926
Animation|Family|Fantasy,29583
Animation|Family|Fantasy,101414
Animation|Comedy|Family,32910
Comedy|Romance,100405
Action|Adventure|Western,65214
Crime|Romance|Thriller,110395
Comedy,112606
Comedy|Drama|Romance,117247
Horror,112625
Crime|Drama|Thriller,116282
Adventure|Comedy|Family,116552
Animation|Adventure|Fantasy,82509
Horror|Sci-Fi,116514
Comedy|Romance,117283
Drama|Romance,116684
Drama|Thriller|Mystery,110374
Comedy|Drama,70506
Animation|Adventure|Comedy,65421
Drama,113083
Comedy|Family|Sport,116165
Drama,102855
Drama|Romance,107471
Comedy|Crime|Drama,117891
Comedy|Crime|Drama,113613
Crime|Drama|Mystery,117381
Drama|Romance,115837
Animation|Adventure|Family,115509
Drama|War,114671
Comedy,112844
Comedy|Drama,116275
Comedy,117608
Comedy|Drama|Romance,113448
Comedy|Drama,116414
Drama|Horror|Thriller,116095
Action|Drama|Mystery,115956
Action|Adventure|Thriller,117060
Drama|Romance,117071
Comedy,117788
Action|Adventure|Fantasy,116136
Comedy|Sport,116168
Crime|Drama|Thriller,54189
Animation|Adventure|Family,116683
Drama|Thriller,116287
Comedy,116768
Comedy|Crime|Drama,116269
Comedy|Drama|War,114787
Action|Sport,112536
Drama,48473
Drama,52572
Comedy|Horror|Sci-Fi,117128
Animation|Adventure|Comedy,117705
Adventure|Comedy|Fantasy,62711
Short|Drama|Thriller,108181
Drama|Romance,114307
Drama|Mystery|Sci-Fi,58898
Comedy|Crime|Drama,82206
Drama,113443
Drama|Romance,109491
Action|Adventure|Comedy,114048
Romance|Drama,111613
Comedy|Drama|Romance,117104
Action|Sci-Fi|Thriller,117688
Action|Crime|Drama,117774
Crime|Drama|Mystery,114736
Comedy|Drama|Romance,112604
Comedy|Crime|Drama,116289
Drama,109593
Comedy|Drama,112368
Drama,62952
Mystery|Drama|Romance,115742
Action|Adventure|Thriller,117420
Comedy|Drama|Music,115951
Crime|Drama|Mystery,117107
Comedy|Romance,117979
Animation|Adventure|Comedy,95776
Comedy|Sport,115851
Family|Adventure,116322
Drama|Fantasy|Western,112817
Adventure|Drama|Romance,113362
Comedy|Fantasy,108500
Comedy|Romance|Sci-Fi,117108
Animation|Comedy|Family,118114
Drama,114103
Documentary|Biography,113270
Drama|Fantasy|Horror,115963
Comedy|Sport,116448
Drama|Thriller,116827
Comedy|Romance,112701
Drama|Mystery|Thriller,116508
Action|Adventure|Thriller,117500
Comedy|Fantasy|Horror,109592
Action|Adventure|Drama,117998
Action|Sci-Fi,115624
Animation|Action|Crime,113568
Fantasy|Horror,117894
Comedy|Action,117723
Animation|Short|Comedy,112691
Crime|Drama|Film-Noir,40366
Comedy|Adventure,117768
Sci-Fi|Thriller,115571
Comedy,57012
Comedy|Drama|Romance,113849
Adventure|Drama|Family,113188
Adventure|Drama|Family,42644
Documentary|Biography|Music,109381
Action|Drama,109688
Documentary|Biography,110480
Drama|War,108211
Action|Adventure|Comedy,117331
Comedy|Crime|Drama,117765
Drama|Romance,113280
Comedy|Drama|Fantasy,116669
Biography|Drama,116594
Drama|Comedy,113211
Horror|Mystery,63715
Drama,117951
Romance|Comedy,118523
Action|Adventure|Sci-Fi,116629
Drama|Mystery|Romance,117737
Action|Drama|Sport,116277
Animation|Drama|Family,116583
Comedy|Drama|Thriller,115798
Comedy|Sport,116778
Action|Drama|Mystery,116213
Documentary,113147
Comedy|Romance|Sci-Fi,117218
Biography|Drama,106810
Action|Adventure|Drama,116040
Comedy|Fantasy|Horror,116365
Crime|Drama|Mystery,116905
Comedy|Drama|Family,116493
Drama|Fantasy|Romance,117333
Comedy|Drama|Romance,118113
Comedy|Drama|Romance,117628
Crime|Drama|Thriller,117913
Drama,115530
Adventure|Family,115493
Action|Adventure|Crime,116320
Comedy|Family|Fantasy,116756
Comedy|Family,116823
Drama|War,117999
Comedy,118073
Adventure|Drama,49521
Drama|History|Mystery,110246
Adventure|Drama|Family,115472
Comedy|Fantasy|Musical,116707
Comedy,116313
Comedy|Drama|Romance,114550
Crime|Thriller,117438
Comedy|Crime|Romance,116531
Comedy,117332
Drama,116353
Action|Drama|Sci-Fi,115857
Comedy|Family|Fantasy,117008
Comedy|Drama|Romance,116191
Action|Fantasy|Thriller,115986
Comedy|Family,116571
Drama|Horror,53459
Comedy|Fantasy|Horror,117826
Crime|Drama|Mystery,111424
Drama|Romance,113080
Drama,117718
Action|Adventure|Sci-Fi,116225
Crime|Drama,112767
Biography|Drama,115632
Comedy|Drama|Romance,117918
Drama,51980
Crime|Drama,68646
Action|Comedy|Crime,104558
Comedy|Drama,114936
Drama,114474
Crime|Romance|Thriller,115736
Comedy,115836
Crime|Drama|Music,116745
Comedy|Crime,119214
Drama,109066
Action|Comedy|Crime,106544
Horror|Mystery|Sci-Fi,120004
Horror|Sci-Fi|Thriller,116654
Family|Comedy,116311
Drama|Thriller,117965
Comedy|Family|Fantasy,115725
Action|Comedy|Crime,115783
Animation|Adventure|Family,113596
Romance|Drama,109001
Horror|Thriller,113253
Comedy|Drama|Romance,117991
Drama|Romance|War,117093
Drama,111019
Adventure|Drama|History,35896
Comedy|Romance,32904
Comedy|Musical|Romance,45152
Drama|Musical|Romance,43278
Comedy|Musical|Romance,50419
Comedy|Drama|Romance,54698
Mystery|Romance|Thriller,52357
Mystery|Thriller,47396
Comedy|Romance,25316
Crime|Drama|Film-Noir,36855
Comedy|Musical|Romance,25164
Action|Adventure|Mystery,53125
Comedy|Drama|Romance,53604
Comedy|Romance,53291
Comedy|Mystery|Romance,56923
Drama|Romance|War,34583
Crime|Film-Noir|Mystery,33870
Drama|Family|Musical,58385
Comedy|Drama|Romance,47437
Comedy|Romance,46250
Comedy|Drama|Family,31580
Comedy|Drama|Family,37059
Adventure|Family|Fantasy,32138
Drama|History|Romance,31381
Comedy,84370
Drama|Film-Noir,43014
Drama|Mystery,33467
Adventure|Sci-Fi,62622
Drama,42192
Comedy|Drama,32143
Drama|Mystery|Romance,32976
Action|Romance|Thriller,32484
Drama|Film-Noir|Romance,38787
Film-Noir|Mystery|Romance,38109
Drama|Romance,50105
Crime|Mystery|Romance,48728
Comedy|Romance,42451
Comedy|Musical|Romance,45537
Comedy|Romance,31725
Comedy|Crime|Drama,50658
Comedy|Musical|Romance,51658
Comedy|Romance,52126
Action|Adventure|Romance,29843
Action|Adventure|Romance,32762
Crime|Drama|Film-Noir,37008
Comedy|Drama|Fantasy,39420
Adventure|Drama|Fantasy,29162
Comedy|Musical|Romance,27125
Comedy|War,35446
Comedy|Drama|Romance,28010
Drama|Western,49261
Drama,48028
Comedy|Crime|Mystery,25878
Comedy|Drama|Romance,32599
Adventure|Comedy|Family,48960
Drama|Family|Fantasy,38650
Comedy|Drama,31679
Comedy|Family|Romance,29947
Drama|Romance,34012
Drama,17350
Comedy|Fantasy|Romance,38300
Drama|Family,27893
Crime|Drama|Film-Noir,32022
Comedy|Musical|Romance,41509
Romance|Western,39152
Mystery|Thriller,26029
Drama|War,38235
Horror,63350
Adventure|Drama|Romance,43265
Action|Adventure|Comedy,46414
Drama|Romance,51459
Drama|Romance,47162
Comedy|Drama|Romance,33891
Drama|Romance|War,22879
Action|Comedy|Crime,93229
Action|Crime|Drama,118927
Drama|Romance,48491
Comedy|Drama|Romance,117357
Adventure|Drama|Family,116329
Drama|Romance,118742
Comedy|Drama|Music,116442
Action|Crime|Mystery,117011
Biography|Drama|Thriller,117039
Thriller,117473
Drama|Romance,115678
Action|Crime|Drama,116830
Drama|Thriller,115847
Action|Crime|Drama,117603
Comedy|Crime|Thriller,115438
Crime|Drama|Mystery,116259
Action|Comedy|Crime,116421
Action|Comedy|Drama,116000
Crime|Drama,115862
Family|Comedy|Western,72653
Family|Western|Adventure,47977
Adventure|Family|Fantasy,72951
Comedy|Family|Sport,64603
Comedy|Family|Fantasy,71607
Family|Drama|Adventure,50798
Comedy|Family|Romance,55277
Drama|Family,54195
Adventure|Comedy|Drama,107131
Family|Comedy|Fantasy,53271
Adventure|Family,54357
Comedy|Crime|Family,59793
Adventure|Drama|Family,46672
Adventure|Comedy|Family,106611
Comedy|Family|Fantasy,109127
Animation|Family|Fantasy,42332
Animation|Short|Comedy,63819
Animation|Comedy|Family,38166
Animation|Adventure|Comedy,57546
Animation|Drama|Family,41890
Action|Adventure|Drama,102798
Comedy|Family|Fantasy,58331
Animation|Drama|Family,33563
Animation|Adventure|Comedy,76538
Animation|Adventure|Comedy,66817
Animation|Adventure|Family,43274
Animation|Adventure|Drama,82406
Comedy|Crime|Drama,116361
Biography|Drama|Family,59742
Action|Thriller,95016
Horror|Sci-Fi,104692
Drama|Thriller,117582
Drama,117589
Comedy|Drama|Music,117887
Drama|Fantasy|Romance,117924
Biography|Drama|Romance,117791
Comedy|Drama|Romance,115640
Action|Crime|Drama,116908
Adventure|Drama|Horror,116409
Documentary|Drama,116913
Comedy|Drama,117958
Crime|Drama,117202
Drama|History,116404
Action|Thriller,120107
Drama|Romance,116722
Comedy|Musical|Romance,116242
Drama|Romance,117509
Comedy|Drama,117802
Crime|Drama|Thriller,117665
Drama|Romance,116714
Animation|Adventure|Comedy,115491
Comedy|Musical|Romance,29546
Comedy|Musical|Romance,28757
Crime|Drama|Film-Noir,39286
Crime|Drama|Film-Noir,37101
Family|Fantasy|Musical,67992
Horror,55018
Comedy|Sci-Fi,70707
Comedy,66808
Comedy|Crime,95159
Comedy,79470
Comedy|Music|Musical,84865
Comedy|Drama,68334
Action|Adventure|Comedy,59243
Action|Biography|Crime,61418
Adventure|Drama,52027
Crime|Film-Noir|Thriller,46912
Drama|Music,113731
Drama|Music|Romance,92890
Crime|Drama|Thriller,105236
Drama|War,91763
Adventure|Comedy|Crime,98627
Drama|Mystery|Thriller,103772
Biography|Drama|Music,101761
Crime|Drama|Romance,104036
Crime|Drama|Mystery,104348
Drama|Romance,84707
Family|Sci-Fi,83866
Drama|Family|Fantasy,29992
Action|Drama|Sport,99371
Action|Drama|Romance,92099
Drama,48545
Drama,44081
Horror|Thriller,115885
Documentary,117040
Comedy|Crime,117284
Comedy,115580
Crime|Drama,116378
Biography|Drama,117318
Documentary,117320
Drama,82846
Comedy|Crime|Mystery,72081
Comedy|Drama|Fantasy,101775
Adventure|Drama|Sci-Fi,96754
Horror|Thriller,80749
Action|Sci-Fi,82340
Horror,82533
Crime|Drama,91288
Drama,91480
Comedy|Drama|Romance,111357
Comedy|War,81375
Adventure|Comedy|Fantasy,71853
Drama|Romance,116587
Documentary|Sport,117677
Documentary|Sport,118147
Animation|Short|Comedy,108598
Biography|Crime|Drama,84589
Animation|Comedy|Drama,109781
Crime|Film-Noir|Thriller,40427
Crime|Drama|Film-Noir,40723
Crime|Film-Noir|Thriller,39881
Drama|War,78875
Comedy|Drama|Musical,69198
Drama,110521
Comedy|Drama,60304
Crime|Drama,115715
Comedy,116059
Horror,115610
Documentary,99028
Comedy|Drama,103850
Drama,95765
Crime|Drama,97108
Comedy,109942
Comedy|Crime,101700
Drama|Fantasy|Music,101765
Drama,101811
Drama|War,50825
Crime|Drama|Thriller,99703
Comedy|Drama|Music,102014
Western,120121
Drama|Romance|War,116209
Comedy|Drama|War,102426
Biography|Drama,97937
Drama,98724
Drama,105107
Comedy|Drama|Romance,105488
Documentary|Crime|Drama,96257
Comedy|Crime|Drama,101026
Documentary|Music,102370
Documentary,100332
Drama,73486
Comedy|Music,78446
Action|Adventure|Fantasy,80684
Adventure|Family|Fantasy,93779
Action|Adventure,82971
Drama|Sci-Fi,88846
Action|Adventure|Sci-Fi,90605
Western,60196
Comedy|Drama,94336
Crime|Drama,50083
Adventure|Biography|Drama,56172
Crime|Drama|Sci-Fi,66921
Crime|Drama,56592
Drama|War,78788
Western,64116
Action|Adventure|Fantasy,86190
Drama|Fantasy|Romance,93191
Film-Noir|Mystery|Thriller,41959
Biography|Crime|Drama,99685
Horror|Sci-Fi,78748
Comedy|Horror,106308
Adventure|Drama|Sport,95250
Action|Drama,89881
Action|Crime|Drama,97202
Horror|Mystery|Thriller,54215
Action|Comedy|Crime,80455
Crime|Drama,71562
Drama|War,93058
Animation|Short|Adventure,104361
Action|Biography|Drama,97499
Biography|Drama|History,86879
Comedy|Drama|Romance,45061
Crime|Drama,87843
Biography|Drama|Sport,81398
Comedy|Romance,75686
Adventure|Biography|Drama,86197
Drama|Sci-Fi,79944
Adventure|Drama|Thriller,82096
Comedy|Crime|Drama,70735
Comedy|Drama|Romance,67185
Comedy|Drama,103130
Drama|Fantasy,50976
Comedy|Drama,85859
Action|Sci-Fi,88247
Comedy|Horror,103873
Biography|Drama|History,97441
Comedy|Drama,100519
Comedy|Drama|Romance,79522
Crime|Drama|Thriller,100150
Comedy|Drama,97165
Comedy|Drama,61722
Crime|Drama|Film-Noir,52311
Action|Thriller,100263
Adventure|Drama|War,50212
Drama|Fantasy,56801
Drama|Mystery|Thriller,71315
Drama|Sci-Fi,43456
Adventure|Drama|Western,40897
Comedy|Horror|Sci-Fi,92610
Comedy|Musical|War,23969
Comedy|Romance,88794
Drama|Horror,81505
Adventure|Drama,92005
Crime|Drama|Mystery,22100
Comedy|Horror,92991
Adventure|Drama|History,57115
Drama|War,77416
Thriller,82269
Comedy|Fantasy|Romance,107048
Drama|Western,105695
Drama|Thriller,56218
Comedy|Drama|Music,100436
Comedy|Crime|Thriller,36613
Adventure|Comedy|Sci-Fi,88763
Drama,101921
Biography|Drama|War,66206
Comedy|Crime|Drama,90967
Animation|Action|Drama,94625
Action|Adventure|Fantasy,91203
Crime|Drama,61512
Biography|Comedy|Drama,99334
Comedy,72431
Comedy|Drama,102536
Drama|History|Romance,101640
Comedy|Drama|War,32553
