Genre,imdbId,Feature1
Comedy,104187,0
Drama,105323,1
Drama,105046,1
Drama,185154,1
Documentary,192069,2
Drama,159373,1
Drama,209189,1
Drama,62376,1
Comedy,235872,0
Comedy,199290,0
Comedy,85980,0
Drama,63185,1
Horror,56875,3
Drama,55353,1
Horror,58694,3
Comedy,218112,0
Documentary,154352,2
Drama,118043,1
Drama,28282,1
Comedy,90274,0
Comedy,98309,0
Comedy,77975,0
Horror,91142,3
Comedy,110629,0
Drama,57163,1
Drama,74718,1
Sci-Fi,46907,11
Comedy,91579,0
Drama,107630,1
Drama,74958,1
Comedy,63374,0
Western,75029,6
Drama,172632,1
Comedy,86927,0
Comedy,108167,0
Drama,57710,1
Drama,64180,1
Horror,85701,3
Drama,84723,1
Horror,80923,3
Drama,68805,1
Comedy,165831,0
Comedy,64363,0
Comedy,80881,0
Comedy,66495,0
Horror,68863,3
Horror,90644,3
Horror,69029,3
Horror,81318,3
Documentary,103767,2
Western,59578,6
Comedy,84522,0
Comedy,86129,0
Comedy,89826,0
Horror,105428,3
Drama,94882,1
Documentary,179074,2
Comedy,143422,0
Drama,99726,1
Drama,188030,1
Drama,186253,1
Drama,217287,1
Comedy,183505,0
Horror,68230,3
Comedy,76257,0
Horror,93608,3
Sci-Fi,46213,11
Sci-Fi,42897,11
Comedy,175142,0
Drama,59575,1
Comedy,79257,0
Comedy,103241,0
Comedy,68555,0
Drama,77742,1
Comedy,92048,0
Drama,171865,1
Comedy,131972,0
Horror,57603,3
Horror,86320,3
Comedy,85470,0
Drama,165986,1
Drama,120593,1
Horror,62885,3
Documentary,168515,2
Drama,157182,1
Documentary,259207,2
Drama,190798,1
Drama,182508,1
Thriller,188694,4
Comedy,218839,0
Documentary,211219,2
Horror,104409,3
Comedy,32234,0
Horror,46876,3
Horror,91990,3
Drama,180093,1
Comedy,213790,0
Drama,223897,1
Horror,82307,3
Drama,203230,1
Comedy,93748,0
Drama,120090,1
Drama,96219,1
Comedy,88850,0
Comedy,156807,0
Drama,181536,1
Comedy,218182,0
Comedy,101757,0
Horror,56600,3
Drama,213446,1
Drama,104765,1
Drama,116119,1
Drama,178642,1
Comedy,92690,0
Comedy,92798,0
Drama,92843,1
Comedy,92897,0
Drama,92904,1
Horror,83907,3
Drama,93006,1
Thriller,93044,4
Drama,93093,1
Comedy,93200,0
Comedy,93215,0
Drama,93277,1
Drama,93562,1
Comedy,93567,0
Drama,230783,1
Comedy,177650,0
Documentary,236447,2
Drama,99073,1
Drama,107474,1
Drama,31742,1
Drama,57251,1
Drama,53793,1
Comedy,79781,0
Comedy,88000,0
Comedy,93857,0
Comedy,246989,0
Documentary,247380,2
Drama,255094,1
Drama,210149,1
Comedy,240515,0
Drama,251191,1
Drama,199129,1
Drama,55895,1
Drama,243889,1
Comedy,89504,0
Comedy,80319,0
Drama,79638,1
Comedy,90098,0
Drama,93713,1
Drama,212826,1
Drama,208911,1
Documentary,256408,2
Thriller,157411,4
Drama,210727,1
Drama,234407,1
Western,46719,6
Comedy,101587,0
Drama,54130,1
Comedy,81159,0
Comedy,194530,0
Comedy,116344,0
Comedy,243493,0
Comedy,257106,0
Drama,224578,1
Drama,94663,1
Drama,15064,1
Drama,93940,1
Comedy,105378,0
Western,59740,6
Horror,82966,3
Drama,69467,1
Drama,53796,1
Drama,49966,1
Horror,76786,3
Drama,262210,1
Drama,94608,1
War,94716,13
Comedy,94739,0
Drama,94799,1
Comedy,94846,0
Drama,94884,1
Comedy,94910,0
Drama,95178,1
Comedy,95253,0
Thriller,95333,4
Horror,95334,3
Comedy,95519,0
Comedy,95662,0
Drama,96003,1
Comedy,97314,0
Comedy,96870,0
Drama,97458,1
Drama,97567,1
Drama,97607,1
Drama,97635,1
Drama,97714,1
Drama,97722,1
Comedy,97778,0
Comedy,97790,0
Comedy,97892,0
Comedy,98224,0
Comedy,98230,0
Comedy,98261,0
Comedy,98308,0
Drama,98347,1
Comedy,98554,0
Comedy,98621,0
Drama,119512,1
Drama,94868,1
Comedy,77288,0
Comedy,80489,0
Drama,64285,1
Horror,80402,3
Comedy,252866,0
Drama,221559,1
Drama,168446,1
Drama,251141,1
Comedy,261392,0
Drama,221799,1
Documentary,238066,2
Drama,200427,1
Comedy,273253,0
Documentary,264476,2
Drama,255321,1
Western,63032,6
Horror,70294,3
Drama,102316,1
Western,67921,6
Horror,53559,3
Comedy,52896,0
Thriller,67588,4
Drama,59527,1
Comedy,196229,0
Comedy,236034,0
Documentary,265212,2
Horror,80464,3
Drama,80500,1
Horror,80516,3
Drama,243255,1
Horror,245674,3
Drama,264796,1
Comedy,236000,0
Drama,234988,1
Documentary,278102,2
Drama,275719,1
Comedy,290332,0
Drama,139951,1
Drama,73233,1
Thriller,90095,4
Comedy,84809,0
Thriller,60437,4
Horror,80646,3
Thriller,80738,4
Horror,51755,3
Comedy,160403,0
Comedy,66195,0
Comedy,277371,0
Comedy,90852,0
Drama,64652,1
Comedy,63415,0
Drama,277027,1
Drama,120824,1
Comedy,86205,0
Drama,80756,1
Drama,268696,1
Western,55257,6
Drama,276501,1
Drama,220627,1
Drama,208990,1
Comedy,219405,0
Drama,201899,1
Drama,253200,1
Comedy,81698,0
Drama,229002,1
Drama,184719,1
Drama,57889,1
Western,46839,6
Drama,124185,1
Horror,94860,3
Horror,80057,3
Music,80813,14
Drama,80928,1
Horror,81027,3
Western,81071,6
Horror,81248,3
Comedy,81323,0
Documentary,282864,2
Drama,83169,1
Drama,81420,1
Comedy,81485,0
Comedy,81590,0
Comedy,279781,0
Drama,286162,1
Drama,262432,1
Drama,192745,1
Comedy,250282,0
Drama,279065,1
Drama,109217,1
Comedy,89167,0
Drama,102829,1
Comedy,96466,0
Comedy,103035,0
Drama,291003,1
Drama,226935,1
Drama,271582,1
Drama,262911,1
Comedy,281865,0
Drama,181912,1
Drama,274868,1
Drama,102753,1
Comedy,241760,0
Drama,103253,1
Horror,78916,3
Horror,58007,3
Drama,247199,1
Drama,268690,1
Western,51496,6
Comedy,44916,0
Drama,277322,1
Western,37627,6
Horror,79788,3
Drama,279778,1
Drama,285441,1
Comedy,87042,0
Horror,90021,3
Western,61770,6
Comedy,51739,0
Western,41866,6
Drama,263725,1
Drama,67227,1
Horror,79641,3
Drama,40866,1
Comedy,60708,0
Drama,58888,1
Comedy,290823,0
Drama,109368,1
Comedy,90966,0
Western,53825,6
Horror,50894,3
Drama,55623,1
Drama,103125,1
Documentary,294431,2
Horror,32390,3
Drama,80117,1
Drama,171685,1
Comedy,272730,0
Documentary,326306,2
Documentary,318068,2
Drama,289668,1
Drama,103069,1
Comedy,86373,0
Western,93113,6
Comedy,273607,0
Drama,283139,1
Drama,186719,1
Drama,296658,1
Drama,212604,1
Horror,75334,3
Comedy,81695,0
Drama,82081,1
Horror,82094,3
Comedy,82111,0
Horror,82118,3
Comedy,82138,0
Drama,82175,1
Horror,82245,3
Documentary,223251,2
Comedy,82490,0
Drama,175739,1
Comedy,82755,0
Comedy,82801,0
Comedy,82926,0
Comedy,82948,0
Documentary,303326,2
Horror,288477,3
Drama,286261,1
Drama,209933,1
Comedy,61452,0
Comedy,58212,0
Drama,201020,1
Drama,308411,1
Drama,312841,1
Drama,101844,1
Drama,82969,1
Drama,82970,1
Drama,82992,1
Comedy,81427,0
Comedy,83099,0
Drama,86410,1
Comedy,83163,0
Thriller,253586,4
Drama,283530,1
Comedy,213121,0
Sci-Fi,86911,11
Drama,186730,1
Drama,218581,1
Drama,83326,1
Sci-Fi,83557,11
Western,83619,6
Horror,83629,3
Documentary,83702,2
Drama,243794,1
Drama,298856,1
Drama,319470,1
Drama,300214,1
Drama,307901,1
Comedy,66563,0
Thriller,92206,4
Drama,73115,1
Drama,108471,1
Comedy,245341,0
Drama,285280,1
Drama,52918,1
Documentary,308514,2
Comedy,52911,0
Comedy,50985,0
Drama,105622,1
Drama,83888,1
Drama,83947,1
Sci-Fi,85852,11
Drama,84293,1
Horror,84298,3
Comedy,84329,0
Comedy,83449,0
Drama,84354,1
Drama,84549,1
Comedy,84555,0
Drama,84565,1
Drama,84654,1
Drama,84675,1
Drama,84691,1
Drama,84725,1
Drama,84874,1
Drama,84899,1
Comedy,302886,0
Comedy,116169,0
Comedy,102303,0
Drama,91920,1
Drama,301978,1
Comedy,305669,0
Drama,298408,1
Drama,256359,1
Drama,250125,1
Drama,67893,1
Drama,322824,1
Comedy,285462,0
Drama,60164,1
Drama,61834,1
Comedy,325537,0
Documentary,334416,2
Drama,277622,1
Comedy,305224,0
Horror,251736,3
Drama,329355,1
Documentary,301727,2
Drama,70212,1
Comedy,89838,0
Comedy,100611,0
Comedy,102849,0
Documentary,360916,2
Documentary,342275,2
Drama,252684,1
Drama,290145,1
Drama,317226,1
Drama,290664,1
Drama,99969,1
Documentary,281724,2
Drama,286516,1
Horror,295700,3
Drama,327201,1
Western,60748,6
Western,66831,6
Comedy,27552,0
Drama,63663,1
Horror,100827,3
Drama,100200,1
Western,60355,6
Drama,51878,1
Documentary,25456,2
Thriller,64861,4
Western,65150,6
Documentary,150338,2
Thriller,89009,4
Comedy,100301,0
Comedy,329028,0
Drama,302889,1
Drama,118239,1
Horror,70634,3
Drama,106447,1
Adventure,57259,9
Drama,101991,1
Comedy,58621,0
Comedy,69495,0
Comedy,333780,0
Drama,283387,1
Comedy,53084,0
Comedy,278487,0
Comedy,55256,0
Drama,318411,1
Drama,314630,1
Drama,298126,1
Drama,54599,1
Comedy,107492,0
Comedy,90727,0
Drama,73345,1
Drama,257019,1
Drama,45274,1
Documentary,309326,2
Comedy,106536,0
Horror,86036,3
Drama,108557,1
Drama,46438,1
Drama,54412,1
Western,68768,6
Horror,85780,3
Documentary,218433,2
Comedy,68361,0
Drama,44741,1
Comedy,287969,0
Drama,258242,1
Documentary,264802,2
Drama,67445,1
Documentary,293685,2
Horror,301470,3
Drama,365960,1
Comedy,325258,0
Drama,335266,1
Horror,103957,3
Thriller,63671,4
Comedy,293624,0
Comedy,100608,0
Horror,75261,3
Drama,303830,1
Drama,310154,1
Comedy,266489,0
Documentary,284262,2
Drama,100470,1
Drama,89424,1
Comedy,110759,0
Comedy,94138,0
Comedy,110169,0
Drama,88318,1
Sci-Fi,53593,11
Comedy,92717,0
Drama,314039,1
Drama,322289,1
Drama,287364,1
Horror,324216,3
Comedy,306047,0
Drama,338290,1
Horror,71276,3
Horror,71519,3
Drama,95916,1
Drama,48956,1
Drama,75902,1
Mystery,36349,8
Comedy,322023,0
Comedy,339607,0
Thriller,271809,4
Documentary,363510,2
Documentary,380473,2
Drama,330247,1
Drama,169624,1
Documentary,334029,2
Documentary,293088,2
Documentary,312848,2
Sci-Fi,85426,11
Drama,118125,1
Horror,69341,3
Drama,107148,1
Drama,100151,1
Comedy,99938,0
Drama,70849,1
Drama,104756,1
Drama,105211,1
Drama,56663,1
Comedy,59903,0
Comedy,39566,0
Drama,107358,1
Documentary,307385,2
Comedy,100087,0
Comedy,99316,0
Horror,326820,3
Drama,102511,1
Drama,156096,1
Comedy,98153,0
Drama,298845,1
Documentary,354696,2
Documentary,342804,2
Documentary,329094,2
Comedy,338466,0
Drama,304415,1
Comedy,317640,0
Drama,315983,1
Comedy,332712,0
Drama,368913,1
Comedy,92646,0
Comedy,109376,0
Drama,65911,1
Comedy,103827,0
Drama,42727,1
Comedy,50706,0
Comedy,46487,0
Comedy,61581,0
Comedy,63800,0
Drama,91513,1
Drama,47528,1
Comedy,66193,0
Drama,91310,1
Drama,106185,1
Drama,328538,1
Comedy,39825,0
Drama,110867,1
Drama,293146,1
Drama,42619,1
Comedy,356150,0
Drama,335345,1
Drama,64793,1
Drama,270197,1
Drama,317842,1
Comedy,371683,0
Documentary,303348,2
Comedy,109447,0
Documentary,318049,2
Comedy,94288,0
Drama,351461,1
Drama,301976,1
Comedy,359517,0
Drama,336264,1
Drama,315110,1
Drama,70644,1
Drama,58930,1
Comedy,44410,0
Drama,104783,1
Drama,92569,1
Comedy,73766,0
Documentary,308488,2
Comedy,326856,0
Comedy,377092,0
Adventure,332452,9
Drama,65488,1
Drama,36515,1
Documentary,99121,2
Drama,243664,1
Drama,113725,1
Drama,34890,1
Drama,166707,1
Drama,105327,1
Documentary,166169,2
Comedy,105017,0
Drama,144688,1
Drama,37536,1
Comedy,87635,0
Action,79227,10
Comedy,87951,0
Drama,86022,1
Comedy,100347,0
Drama,50613,1
Drama,223384,1
Documentary,187859,2
Drama,328802,1
Comedy,54279,0
Drama,53976,1
Documentary,206681,2
Comedy,258760,0
Horror,23694,3
Horror,65580,3
Western,51849,6
Western,56412,6
Horror,57128,3
Horror,57078,3
Documentary,17668,2
Comedy,52847,0
Drama,102116,1
Horror,72869,3
Drama,87193,1
Comedy,104954,0
Documentary,235327,2
Comedy,38777,0
Comedy,86637,0
Drama,57611,1
Drama,57358,1
Drama,55499,1
Drama,58404,1
Drama,88322,1
Drama,118705,1
Horror,75651,3
Horror,69048,3
Drama,62395,1
Drama,209077,1
Comedy,87003,0
Drama,71338,1
Drama,105159,1
Drama,124207,1
Drama,13372,1
Comedy,103872,0
Comedy,105103,0
Drama,107247,1
Drama,56541,1
Drama,102631,1
Drama,55910,1
Comedy,366532,0
Comedy,280674,0
Documentary,181810,2
Documentary,189553,2
Drama,328844,1
Drama,47445,1
Drama,48973,1
Horror,100258,3
Comedy,67350,0
Drama,27700,1
Drama,63218,1
Comedy,21890,0
Drama,67805,1
Drama,39192,1
Drama,40662,1
Drama,83090,1
Comedy,367085,0
Drama,363235,1
Documentary,391225,2
Comedy,374900,0
Drama,103976,1
Drama,101746,1
Drama,85461,1
Comedy,106877,0
Drama,89160,1
Drama,146879,1
Comedy,78766,0
Drama,46963,1
Drama,40495,1
Drama,59037,1
Drama,67549,1
Drama,78111,1
Thriller,91209,4
Drama,120408,1
Thriller,289944,4
Comedy,75222,0
Documentary,342213,2
Comedy,57681,0
Comedy,61678,0
Drama,281924,1
Short,52100,12
Drama,53622,1
Drama,238321,1
Documentary,357567,2
Comedy,217788,0
Documentary,381006,2
Comedy,357413,0
Drama,43469,1
Drama,56196,1
Western,73559,6
Western,51087,6
Western,56085,6
Crime,23563,15
Western,63592,6
Drama,311072,1
Drama,219636,1
Comedy,107045,0
Western,52002,6
Comedy,103007,0
Adventure,92042,9
Drama,92637,1
Drama,81291,1
Drama,56215,1
Drama,50330,1
Comedy,87795,0
Drama,101428,1
Documentary,346091,2
Documentary,173772,2
Comedy,66016,0
Mystery,38259,8
Mystery,38494,8
Drama,43313,1
Drama,286921,1
Drama,76446,1
Drama,309291,1
Comedy,262246,0
Comedy,56093,0
Drama,220726,1
Drama,241025,1
Comedy,380277,0
Comedy,110518,0
Comedy,73722,0
Drama,81528,1
Drama,58294,1
Drama,389988,1
Drama,348529,1
Comedy,365125,0
Horror,76683,3
Drama,251370,1
Horror,79450,3
Thriller,107090,4
Drama,67881,1
Horror,113449,3
Drama,363475,1
Comedy,356721,0
Drama,368658,1
Documentary,354575,2
Documentary,342143,2
Horror,71675,3
Drama,365183,1
Comedy,360025,0
Documentary,428518,2
Western,38048,6
Drama,360845,1
Drama,327919,1
Comedy,53644,0
Documentary,403910,2
Comedy,50301,0
Comedy,59166,0
Comedy,55069,0
Comedy,58456,0
Sci-Fi,47947,11
Drama,339827,1
Documentary,391024,2
Drama,5078,1
Mystery,13367,8
Comedy,15119,0
Horror,16220,3
Horror,18770,3
Drama,19344,1
Comedy,22718,0
Drama,23686,1
Comedy,24240,0
Comedy,26126,0
Horror,28174,3
Thriller,31359,4
Comedy,34274,0
Comedy,35100,0
Drama,36506,1
Drama,38107,1
Drama,38913,1
Drama,39636,1
Western,40369,6
Drama,42436,1
Western,42531,6
Drama,42958,1
Drama,43511,1
Adventure,45053,9
Drama,45112,1
Comedy,46436,0
Comedy,46766,0
Drama,47580,1
Drama,47677,1
Drama,47944,1
Musical,48954,5
Comedy,50168,0
Drama,53131,1
Drama,53390,1
Drama,53462,1
Drama,54144,1
Western,54795,6
Drama,55019,1
Drama,55892,1
Comedy,55946,0
Horror,57181,3
Horror,57226,3
Drama,57883,1
Horror,58430,3
Drama,58724,1
Horror,59127,3
Horror,59311,3
Comedy,59410,0
Western,59653,6
Drama,60138,1
Horror,60666,3
Comedy,62136,0
Western,62262,6
Documentary,62374,2
Drama,62425,1
Western,62472,6
Drama,63050,1
Drama,63654,1
Western,64208,6
Sci-Fi,64519,11
Drama,64573,1
Comedy,64622,0
Drama,65241,1
Drama,65649,1
Comedy,66289,0
Drama,66601,1
Western,67333,6
Drama,67439,1
Horror,67713,3
Comedy,68637,0
Action,68815,10
Drama,69067,1
Comedy,69400,0
Comedy,69747,0
Drama,69958,1
Horror,70003,3
Drama,70115,1
Horror,70300,3
Drama,70640,1
Drama,70643,1
Drama,71358,1
Horror,71431,3
Drama,71464,1
Comedy,71487,0
Horror,71508,3
Comedy,71583,0
Comedy,73768,0
Documentary,74605,2
Comedy,75376,0
Comedy,76141,0
Drama,76336,1
Drama,76574,1
Action,77559,10
Comedy,77660,0
Horror,78077,3
Comedy,78084,0
Comedy,78907,0
Drama,79495,1
Drama,79672,1
Comedy,85450,0
Drama,85482,1
Drama,86216,1
Comedy,86450,0
Comedy,87072,0
Comedy,88781,0
Drama,89006,1
Horror,89013,3
Action,89689,10
Drama,90319,1
Comedy,90856,0
Drama,91670,1
Drama,92337,1
Horror,93777,3
Drama,94304,1
Drama,94315,1
Drama,94681,1
Drama,95050,1
Drama,95827,1
Drama,96288,1
Comedy,96386,0
Drama,96464,1
Drama,99634,1
Drama,101531,1
Drama,101984,1
Documentary,102015,2
Comedy,102032,0
Drama,102993,1
Drama,103973,1
Drama,104663,1
Action,105859,10
Drama,108170,1
Comedy,108207,0
Drama,109020,1
Comedy,109816,0
Comedy,111275,0
Documentary,116298,2
Drama,117540,1
Comedy,118720,0
Drama,118768,1
Thriller,120051,4
Documentary,120126,2
Drama,127354,1
Documentary,145394,2
Drama,150143,1
Drama,156587,1
Musical,175790,5
Drama,181960,1
Comedy,185584,0
Drama,189630,1
Drama,196267,1
Comedy,197213,0
Comedy,201290,0
Drama,201517,1
Drama,202711,1
Drama,209463,1
Drama,214605,1
Comedy,216417,0
Documentary,240912,2
Comedy,250491,0
Comedy,258100,0
Drama,273108,1
Horror,273517,3
Documentary,276515,2
Drama,276820,1
Comedy,278597,0
Comedy,282667,0
Comedy,283469,0
