Genre,imdbId,Feature1,Feature2
Comedy|Fantasy|Horror,114825,Comedy,2
Comedy|Drama|Romance,115639,Comedy,2
Action|Crime|Thriller,115759,Action,1
Comedy,113403,Comedy,2
Crime|Drama,113247,Crime,5
Action|Crime|Drama,111173,Action,1
Documentary|Biography,113283,Documentary,11
Drama,115907,Drama,6
Comedy|Crime|Drama,115734,Comedy,2
Comedy,117102,Comedy,2
Drama|Mystery|Sci-Fi,118040,Drama,6
Comedy|Family|Sport,116483,Comedy,2
Drama|Romance,112579,Drama,6
Comedy|Drama,110251,Comedy,2
Action|Adventure|Comedy,117110,Action,1
Documentary,112646,Documentary,11
Comedy|Crime|Drama,113276,Comedy,2
Biography|Drama|History,112573,Biography,4
Crime|Drama,75314,Crime,5
Action|Comedy|Crime,113326,Action,1
Crime|Drama|Mystery,115645,Crime,5
Drama,113774,Drama,6
Comedy,112556,Comedy,2
Documentary|Biography|War,112373,Documentary,11
Crime|Drama,115033,Crime,5
Comedy|Romance,116606,Comedy,2
Comedy,114536,Comedy,2
Adventure|Comedy|Drama,117427,Adventure,3
Drama,106473,Drama,6
Comedy|Drama|Romance,103859,Comedy,2
Comedy|Drama|Romance,109424,Comedy,2
Drama|Romance,114808,Drama,6
Comedy,116324,Comedy,2
Adventure|Comedy|Family,110647,Adventure,3
Drama,111055,Drama,6
Documentary|Biography|Mystery,110217,Documentary,11
Comedy|Romance,114131,Comedy,2
Drama,112364,Drama,6
Drama|Romance|War,113107,Drama,6
Crime|Drama|Thriller,113451,Crime,5
Comedy|Drama,114015,Comedy,2
Documentary,114500,Documentary,11
Comedy,116130,Comedy,2
Documentary|Biography,113125,Documentary,11
Comedy|Romance,113756,Comedy,2
Drama,113952,Drama,6
Drama|Romance,118055,Drama,6
Comedy,115685,Comedy,2
Drama,113200,Drama,6
Comedy|Drama|Romance,112585,Comedy,2
Action|Comedy|Crime,112442,Action,1
Family|Adventure|Drama,112342,Family,12
Biography|Crime|Drama,112461,Biography,4
Comedy|Drama|Romance,112427,Comedy,2
Comedy|Crime|Drama,109093,Comedy,2
Adventure|Drama|History,112384,Adventure,3
Adventure|Biography|History,114287,Adventure,3
Horror,112288,Horror,13
Action|Adventure|Fantasy,112462,Action,1
Drama,61395,Drama,6
Action|Drama,112495,Action,1
Comedy,112541,Comedy,2
Comedy,109370,Comedy,2
Comedy|Family|Fantasy,112642,Comedy,2
Crime|Drama|Mystery,112688,Crime,5
Action|Adventure|Mystery,112715,Action,1
Action|Drama|Thriller,112740,Action,1
Documentary|Biography|Comedy,109508,Documentary,11
Action|Thriller,112851,Action,1
Crime|Drama|Mystery,112857,Crime,5
Action|Adventure|Thriller,112864,Action,1
Action|Comedy|Crime,112887,Action,1
Crime|Drama|Mystery,113044,Crime,5
Action|Adventure|Romance,113071,Action,1
Adventure|Drama|Family,113114,Adventure,3
Comedy|Crime|Drama,113243,Comedy,2
Comedy|Drama,113464,Comedy,2
Action|Crime|Sci-Fi,113481,Action,1
Action|Crime|Sci-Fi,113492,Action,1
Comedy,113500,Comedy,2
Drama,113540,Drama,6
Comedy|Drama,113677,Comedy,2
Horror|Mystery|Thriller,113690,Horror,13
Drama|Comedy,107447,Drama,6
Drama|Romance,113729,Drama,6
Comedy|Romance,113749,Comedy,2
Action|Adventure|Family,113820,Action,1
Comedy|Drama|Romance,113851,Comedy,2
Horror|Thriller,110604,Horror,13
Drama|Horror,110620,Drama,6
Action|Crime|Drama,113957,Action,1
Comedy|Romance,113986,Comedy,2
Comedy,114095,Comedy,2
Action|Crime|Drama,114194,Action,1
Comedy|Drama|Fantasy,114241,Comedy,2
Drama,114323,Drama,6
Drama|Romance,114345,Drama,6
Documentary|Music,114435,Documentary,11
Drama,114436,Drama,6
Comedy|Drama,114478,Comedy,2
Comedy|Drama|Romance,114496,Comedy,2
Action|Horror|Sci-Fi,114508,Action,1
Drama,114534,Drama,6
Action|Crime|Drama,114558,Action,1
Drama|Musical|Romance,58450,Drama,6
Crime|Drama|Thriller,114666,Crime,5
Drama|Fantasy,114663,Drama,6
Biography|Drama|Romance,114702,Biography,4
Comedy|Drama,114682,Comedy,2
Action|Thriller,114781,Action,1
Comedy|Drama,114798,Comedy,2
Documentary,114805,Documentary,11
Drama|Romance,114887,Drama,6
Action|Adventure|Sci-Fi,114898,Action,1
Drama|Thriller,114928,Drama,6
Action|Biography|Western,114938,Action,1
Drama,109340,Drama,6
Adventure|Comedy|Crime,112602,Adventure,3
Drama|War,111579,Drama,6
Drama|War,110882,Drama,6
Drama|Romance,112471,Drama,6
Comedy,112508,Comedy,2
Drama|Thriller,112438,Drama,6
Comedy|Drama,112571,Comedy,2
Drama,112757,Drama,6
Drama|Horror|Mystery,112643,Drama,6
Drama|Romance,112679,Drama,6
Comedy,109445,Comedy,2
Comedy|Drama|Romance,112883,Comedy,2
Drama|Thriller,109635,Drama,6
Thriller,112899,Thriller,14
Action|Adventure|Thriller,109676,Action,1
Crime|Comedy|Fantasy,112854,Crime,5
Drama|Mystery|Thriller,109579,Drama,6
Crime|Drama|Mystery,109642,Crime,5
Comedy,109686,Comedy,2
Comedy|Drama|Romance,111797,Comedy,2
Drama,109759,Drama,6
Comedy|Crime|Romance,109758,Comedy,2
Biography|Comedy|Drama,109707,Biography,4
Comedy|Drama|Romance,113117,Comedy,2
Comedy|Romance,113097,Comedy,2
Adventure|Family,113028,Adventure,3
Animation|Adventure|Comedy,113198,Animation,0
Fantasy|Horror|Thriller,113303,Fantasy,7
Drama|Family|Fantasy,113089,Drama,6
Biography|Drama|Music,109771,Biography,4
Comedy|Drama|Family,113199,Comedy,2
Animation|Action|Adventure,113234,Animation,0
Crime|Drama,109906,Crime,5
Documentary|Drama|Sport,110057,Documentary,11
Biography|Crime|Drama,110005,Biography,4
Comedy,110066,Comedy,2
Biography|Drama|Music,110116,Biography,4
Comedy|Drama|Family,110006,Comedy,2
Action|Drama|Thriller,113360,Action,1
Comedy|Romance,110099,Comedy,2
Drama|Fantasy|Horror,110148,Drama,6
Biography|Drama|History,113463,Biography,4
Comedy|Crime,110189,Comedy,2
Comedy|Romance|Sci-Fi,110216,Comedy,2
Action|Crime|Drama,113501,Action,1
Adventure|Comedy|Family,113538,Adventure,3
Action|Crime|Thriller,113552,Action,1
Action|Adventure|Fantasy,76759,Action,1
Drama|Family|Romance,110367,Drama,6
Drama|Family|Fantasy,113670,Drama,6
Drama,110296,Drama,6
Crime|Drama|Thriller,109731,Crime,5
Drama|Romance,103994,Drama,6
Drama|Romance|War,110322,Drama,6
Adventure|Comedy|Family,110443,Adventure,3
Crime|Drama,110365,Crime,5
Crime|Drama,107566,Crime,5
Comedy|Drama|Romance,110391,Comedy,2
Drama,113691,Drama,6
Biography|Comedy|Drama,110428,Biography,4
Drama|Horror|Romance,109836,Drama,6
Comedy|Family,113755,Comedy,2
Comedy|Drama,110538,Comedy,2
Comedy|Romance,110516,Comedy,2
Family|Fantasy,110527,Family,12
Comedy,113808,Comedy,2
Drama,113896,Drama,6
Drama|Thriller,113870,Drama,6
Comedy|Drama,110684,Comedy,2
Drama,110638,Drama,6
Crime|Drama,113967,Crime,5
Action|Crime|Drama,117169,Action,1
Comedy|Horror,106402,Comedy,2
Action|Sci-Fi|Thriller,113948,Action,1
Comedy|Romance,110671,Comedy,2
Crime|Drama,110632,Crime,5
Comedy|Romance,110737,Comedy,2
Crime|Drama,110729,Crime,5
Drama|Thriller,114151,Drama,6
Action|Drama|Thriller,114069,Action,1
Crime|Drama|Thriller,110413,Crime,5
Comedy|Romance|Drama,114113,Comedy,2
Comedy|Romance,114210,Comedy,2
Crime|Drama,110912,Crime,5
Drama,114084,Drama,6
Comedy|Drama,105652,Comedy,2
Drama|Romance,110889,Drama,6
Biography|Drama|History,110932,Biography,4
Drama|Romance,114129,Drama,6
Biography|Crime|Drama,110963,Biography,4
Action|Romance|Thriller,114214,Action,1
Comedy|Drama,114296,Comedy,2
Comedy|Drama,110907,Comedy,2
Drama|Mystery|Romance,111495,Drama,6
Drama|Music|Mystery,108394,Drama,6
Comedy|Drama|Romance,111507,Comedy,2
Drama|Romance,110769,Drama,6
Drama|Family|Comedy,114268,Drama,6
Drama|Horror|Thriller,110965,Drama,6
Comedy|Drama,114571,Comedy,2
Animation|Comedy|Family,111333,Animation,0
Drama|Family|Fantasy,111112,Drama,6
Action|Crime|Drama,111255,Action,1
Action|Adventure|Sci-Fi,111282,Action,1
Comedy|Drama|Family,111070,Comedy,2
Crime|Drama,111161,Crime,5
Crime|Thriller,111149,Crime,5
Drama|Thriller,108260,Drama,6
Comedy|Drama|Romance,106966,Comedy,2
Comedy|Crime,114594,Comedy,2
Comedy|Drama,111309,Comedy,2
Adventure|Comedy,113936,Adventure,3
Drama|History|War,110081,Drama,6
Action|Comedy|Sci-Fi,114614,Action,1
Action|Fantasy|Horror,114608,Action,1
Action|Adventure|Mystery,111280,Action,1
Crime|Horror|Thriller,114609,Crime,5
Biography|Drama|Romance,111454,Biography,4
Horror|Sci-Fi|Thriller,114852,Horror,13
Adventure|Comedy,114694,Adventure,3
Comedy|Drama|Romance,111590,Comedy,2
Crime|Thriller,114788,Crime,5
Drama|War,114888,Drama,6
Drama,108550,Drama,6
Action|Crime|Sci-Fi,114857,Action,1
Comedy|Drama|Romance,114924,Comedy,2
Drama,111667,Drama,6
Drama|Romance,109655,Drama,6
Comedy|Drama|Romance,110598,Comedy,2
Comedy|Drama|Family,112435,Comedy,2
Comedy,109040,Comedy,2
Comedy|Music,109045,Comedy,2
Biography|Drama|Music,106339,Biography,4
Drama|Romance|Thriller,104779,Drama,6
Comedy|Crime,109348,Comedy,2
Action|Crime|Drama,109444,Action,1
Crime|Drama|Mystery,109446,Crime,5
Comedy|Drama|Romance,109484,Comedy,2
Comedy|Drama,109504,Comedy,2
Action|Drama|Fantasy,109506,Action,1
Biography|Drama|Sport,109450,Biography,4
Comedy|Family|Fantasy,109813,Comedy,2
Comedy|Drama|Romance,109830,Comedy,2
Comedy|Drama|Romance,109831,Comedy,2
Crime|Drama|Romance,113305,Crime,5
Comedy|Drama|Romance,110091,Comedy,2
Action|Comedy|Romance,110093,Action,1
Comedy|Drama|Romance,110167,Comedy,2
Adventure|Family|Romance,110213,Adventure,3
Documentary|Biography|History,107472,Documentary,11
Animation|Adventure|Drama,110357,Animation,0
Drama,107426,Drama,6
Fantasy|Horror|Mystery,111686,Fantasy,7
Comedy|Family|Fantasy,110475,Comedy,2
Action|Adventure|Comedy,110478,Action,1
Biography|Drama,110588,Biography,4
Comedy|Crime,110622,Comedy,2
Comedy|Drama,110771,Comedy,2
Comedy|Drama|Romance,110950,Comedy,2
Crime|Drama|Thriller,105226,Crime,5
Comedy|Family,110989,Comedy,2
Drama,111054,Drama,6
Action|Adventure|Crime,110997,Action,1
Action|Adventure|Crime,111257,Action,1
Comedy|Romance,111256,Comedy,2
Action|Crime|Sci-Fi,111438,Action,1
Action|Comedy|Thriller,111503,Action,1
Drama|Romance,111693,Drama,6
Drama|Horror|Romance,111742,Drama,6
Adventure|Biography|Crime,111756,Adventure,3
Crime|Drama|Thriller,112443,Crime,5
Comedy|Drama,110455,Comedy,2
Comedy|Drama,111048,Comedy,2
Action|Comedy|Crime,110399,Action,1
Drama,112570,Drama,6
Drama|History|Romance,109454,Drama,6
Action|Comedy,59170,Action,1
Crime|Drama|Romance,110186,Crime,5
Animation|Adventure|Sci-Fi,108069,Animation,0
Action|Adventure|Comedy,111301,Action,1
Action|Comedy|Thriller,112702,Action,1
Drama|Mystery|Romance,112849,Drama,6
Drama|Comedy|Crime,113014,Drama,6
Horror,113043,Horror,13
Documentary,113104,Documentary,11
Adventure|Crime|Drama,113173,Adventure,3
Drama|Thriller,113319,Drama,6
Action|Thriller,113827,Action,1
Comedy,114047,Comedy,2
Comedy|Crime|Drama,112889,Comedy,2
Documentary,109339,Documentary,11
Action|Fantasy|Romance,110027,Action,1
Crime|Drama,109785,Crime,5
Fantasy|Horror|Mystery,113409,Fantasy,7
Biography|Drama|Sport,109021,Biography,4
Crime|Drama|Sport,109035,Crime,5
Comedy|Fantasy,106220,Comedy,2
Documentary|Comedy,111804,Documentary,11
Drama|Romance,106226,Drama,6
Comedy|Crime|Music,109068,Comedy,2
Comedy|Family|Sport,109067,Comedy,2
Action|Comedy|Crime,106292,Action,1
Romance|Western,109198,Romance,9
Comedy|Drama|Romance,109219,Comedy,2
Comedy|Drama,106379,Comedy,2
Comedy|Family,106400,Comedy,2
Action|Comedy|Crime,109254,Action,1
Adventure|Drama|Family,109279,Adventure,3
Crime|Drama|Mystery,109297,Crime,5
Action|Crime|Drama,109303,Action,1
Drama|Sport,109305,Drama,6
Drama|Romance,109306,Drama,6
Horror|Sci-Fi,106452,Horror,13
Drama|Mystery|Romance,106471,Drama,6
Crime|Drama,106489,Crime,5
Adventure|Comedy|Romance,109361,Adventure,3
Drama|Comedy,106505,Drama,6
Crime|Drama|Thriller,106519,Crime,5
Comedy|Western,109439,Comedy,2
Comedy|Mystery,109443,Comedy,2
Action|Adventure|Thriller,106582,Action,1
Comedy|Sci-Fi,106598,Comedy,2
Mystery|Romance|Thriller,109456,Mystery,8
Comedy|Crime|Thriller,109480,Comedy,2
Action|Comedy|Crime,109493,Action,1
Drama,106660,Drama,6
Comedy|Romance,106673,Comedy,2
Comedy,106677,Comedy,2
Action|Crime|Sci-Fi,106697,Action,1
Documentary|Adventure|Sport,109729,Documentary,11
Comedy|Drama|Romance,106834,Comedy,2
Comedy|Crime|Thriller,106873,Comedy,2
Drama|Music|Romance,106332,Drama,6
Comedy|Romance,109783,Comedy,2
Drama|Thriller,106881,Drama,6
Comedy|Music,106880,Comedy,2
Comedy|Drama,111732,Comedy,2
Drama|Mystery|Romance,106926,Drama,6
Comedy|Crime|Mystery,111712,Comedy,2
Comedy|Drama|Romance,106941,Comedy,2
Drama|Mystery|Thriller,106918,Drama,6
Adventure|Drama|Family,106965,Adventure,3
Crime|Drama|Thriller,109842,Crime,5
Action|Crime|Drama,106977,Action,1
Drama|History|Western,107004,Drama,6
Action|Adventure|Crime,109890,Action,1
Comedy|Crime|Family,109891,Comedy,2
Drama|Romance,109913,Drama,6
Comedy,109920,Comedy,2
Crime|Drama|Thriller,107057,Crime,5
Action|Thriller,107076,Action,1
Action|Biography|Drama,107096,Action,1
Action|Comedy,107144,Action,1
Comedy,113674,Comedy,2
Comedy|Drama,112966,Comedy,2
Drama|Romance,107151,Drama,6
Comedy|Music|Romance,110064,Comedy,2
Comedy|Drama|Fantasy,110074,Comedy,2
Comedy|Drama,110097,Comedy,2
Comedy|War,110123,Comedy,2
Action|Drama|Thriller,107206,Action,1
Biography|Drama,107207,Biography,4
Romance|Comedy|Drama,110137,Romance,9
Biography|Drama|Music,108551,Biography,4
Crime|Comedy|Drama,110197,Crime,5
Action|Crime|Drama,107286,Action,1
Adventure|Sci-Fi|Thriller,107290,Adventure,3
Crime|Drama|Thriller,107302,Crime,5
Crime|Thriller,110265,Crime,5
Drama|History,107322,Drama,6
Family|Adventure,110305,Family,12
Action|Adventure|Comedy,107362,Action,1
Comedy|Family,107413,Comedy,2
Comedy|Western,110353,Comedy,2
Drama|Romance,107468,Drama,6
Comedy,107478,Comedy,2
Crime|Mystery|Thriller,107497,Crime,5
Drama,107501,Drama,6
Comedy|Mystery,107507,Comedy,2
Crime|Drama|Thriller,107554,Crime,5
Action|Adventure|Thriller,116253,Action,1
Biography|Drama|Horror,74102,Biography,4
Comedy|Drama|Romance,111689,Comedy,2
Comedy|Drama|Romance,107616,Comedy,2
Drama|Romance,107611,Drama,6
Comedy|Romance,107613,Comedy,2
Comedy|Drama|Family,107614,Comedy,2
Comedy|Drama,107653,Comedy,2
Action|Drama|Family,110657,Action,1
Comedy|Drama,110649,Comedy,2
Action|Drama|Sci-Fi,110678,Action,1
Adventure|Comedy|Drama,110687,Adventure,3
Biography|Drama|Fantasy,107756,Biography,4
Crime|Drama|Thriller,107808,Crime,5
Drama,107818,Drama,6
Drama|Music|Romance,107822,Drama,6
Drama|Romance,107840,Drama,6
Action|Drama|Sport,107889,Action,1
Horror|Sci-Fi|Thriller,111003,Horror,13
Comedy|Crime|Drama,110939,Comedy,2
Comedy|Crime|Drama,110955,Comedy,2
Drama|Romance,107943,Drama,6
Comedy|Drama,110971,Comedy,2
Action|Crime|Drama,107969,Action,1
Comedy|Drama,111001,Comedy,2
Action|Crime|Sci-Fi,107978,Action,1
Adventure|Comedy|Musical,107977,Adventure,3
Action|Crime|Drama,107983,Action,1
Crime|Drama,105275,Crime,5
Drama|Romance,108000,Drama,6
Biography|Drama|Sport,108002,Biography,4
Drama,108026,Drama,6
Biography|Drama,105032,Biography,4
Biography|Drama|History,108052,Biography,4
Comedy|Drama|Sport,111094,Comedy,2
Biography|Drama,108065,Biography,4
Drama,111102,Drama,6
Drama|Family|Fantasy,108071,Drama,6
Comedy|Crime|Horror,111127,Comedy,2
Action|Adventure|Crime,111143,Action,1
Biography|Drama|Romance,108101,Biography,4
Comedy|Drama,108122,Comedy,2
Drama|Comedy,111194,Drama,6
Comedy|Drama|Romance,111201,Comedy,2
Comedy|Drama|Mystery,108149,Comedy,2
Comedy|Drama|Romance,108160,Comedy,2
Drama|Thriller,108162,Drama,6
Sci-Fi|Thriller,83658,Sci-Fi,10
Comedy|Drama|Romance,108186,Comedy,2
Comedy|Romance,108174,Comedy,2
Action|Crime|Mystery,108238,Action,1
Drama,89256,Drama,6
Adventure|Comedy|Family,108255,Adventure,3
Action|Adventure|Crime,111323,Action,1
Action|Comedy|Mystery,111400,Action,1
Biography|Drama|Music,108328,Biography,4
Comedy|Romance|Drama,111418,Comedy,2
Animation|Family|Fantasy,107688,Animation,0
Action|Adventure|Comedy,108333,Action,1
Action|Biography|Drama,108358,Action,1
Thriller|Crime|Drama,111488,Thriller,14
Crime|Drama|Romance,108399,Crime,5
Documentary|History,108515,Documentary,11
Animation|Adventure|Comedy,110763,Animation,0
Comedy|Drama,107779,Comedy,2
Drama,109226,Drama,6
Drama|Romance|Thriller,110259,Drama,6
Comedy|Drama,114906,Comedy,2
Drama|Romance,107002,Drama,6
Comedy,109403,Comedy,2
Horror,104029,Horror,13
Comedy|Romance,110623,Comedy,2
Comedy,107315,Comedy,2
Comedy|Drama,106408,Comedy,2
Comedy|Family|Sport,110363,Comedy,2
Drama,107349,Drama,6
Comedy|Crime|Drama,111709,Comedy,2
Drama,109828,Drama,6
Comedy,107225,Comedy,2
Comedy|Drama,111252,Comedy,2
Comedy|Family|Romance,110366,Comedy,2
Comedy,106878,Comedy,2
Adventure|Drama|Family,109120,Adventure,3
Crime|Drama|Thriller,108059,Crime,5
Comedy|Drama|History,110892,Comedy,2
Documentary|History,112651,Documentary,11
Comedy|Romance,107642,Comedy,2
Biography|Comedy|Drama,109382,Biography,4
Drama|Romance,106678,Drama,6
Comedy,112572,Comedy,2
Comedy|Family,99785,Comedy,2
Drama|Fantasy|Romance,99653,Drama,6
Animation|Adventure|Comedy,103639,Animation,0
Action|Sci-Fi|Thriller,103064,Action,1
Adventure|Drama|Western,99348,Adventure,3
Action|Drama|Thriller,114706,Action,1
Action|Adventure,96895,Action,1
Crime|Drama|Thriller,102926,Crime,5
Animation|Family|Fantasy,29583,Animation,0
Animation|Family|Fantasy,101414,Animation,0
Animation|Comedy|Family,32910,Animation,0
Comedy|Romance,100405,Comedy,2
Comedy|Drama|Fantasy,110719,Comedy,2
Action|Adventure|Western,65214,Action,1
Crime|Romance|Thriller,110395,Crime,5
Drama,111752,Drama,6
Documentary|Music,109934,Documentary,11
Comedy,112606,Comedy,2
Documentary,115978,Documentary,11
Comedy|Drama|Romance,117247,Comedy,2
Horror,112625,Horror,13
Drama|Romance,106537,Drama,6
Crime|Drama|Thriller,116282,Crime,5
Adventure|Comedy|Family,116552,Adventure,3
Animation|Adventure|Fantasy,82509,Animation,0
Horror|Sci-Fi,116514,Horror,13
Comedy|Romance,117283,Comedy,2
Drama|Romance,116684,Drama,6
Drama|Thriller|Mystery,110374,Drama,6
Comedy|Drama,70506,Comedy,2
Animation|Adventure|Comedy,65421,Animation,0
Drama,113083,Drama,6
Comedy|Romance,118001,Comedy,2
Comedy|Family|Sport,116165,Comedy,2
Drama,102855,Drama,6
Drama|Romance,107471,Drama,6
Comedy|Drama|Romance,113839,Comedy,2
Action|Drama|Thriller,112712,Action,1
Drama|Comedy,90665,Drama,6
Comedy|Crime|Drama,117891,Comedy,2
Comedy|Crime|Drama,113613,Comedy,2
Crime|Drama|Mystery,117381,Crime,5
Crime|Drama,114305,Crime,5
Drama|Romance,115837,Drama,6
Animation|Adventure|Family,115509,Animation,0
Drama|War,114671,Drama,6
Comedy,112844,Comedy,2
Action|Comedy|Family,114658,Action,1
Comedy|Drama,116275,Comedy,2
Drama|Thriller,113122,Drama,6
Comedy,117608,Comedy,2
Comedy|Drama|Romance,113448,Comedy,2
Comedy|Drama,116414,Comedy,2
Drama|Horror|Thriller,116095,Drama,6
Adventure|Comedy|Romance,111543,Adventure,3
Drama,117517,Drama,6
Comedy,117312,Comedy,2
Drama,113947,Drama,6
Action|Drama|Mystery,115956,Action,1
Action|Adventure|Thriller,117060,Action,1
Comedy|Drama|Mystery,109028,Comedy,2
Drama|Romance,117071,Drama,6
Comedy,117788,Comedy,2
Horror|Mystery|Thriller,112257,Horror,13
Action|Adventure|Fantasy,116136,Action,1
Biography|Drama,118026,Biography,4
Drama|War,117117,Drama,6
Comedy|Sport,116168,Comedy,2
Comedy|Drama,111787,Comedy,2
Musical,112509,Musical,15
Crime|Drama|Thriller,54189,Crime,5
Comedy|Drama|Romance,115591,Comedy,2
Animation|Adventure|Family,116683,Animation,0
Drama|Thriller,116287,Drama,6
Comedy,116768,Comedy,2
Comedy|Crime|Drama,116269,Comedy,2
Comedy|Drama|War,114787,Comedy,2
Drama|Romance|War,113720,Drama,6
Action|Sport,112536,Action,1
Drama,48473,Drama,6
Drama,52572,Drama,6
Comedy|Horror|Sci-Fi,117128,Comedy,2
Drama,114616,Drama,6
Animation|Adventure|Comedy,117705,Animation,0
Adventure|Comedy|Fantasy,62711,Adventure,3
Action|Drama|Thriller,110061,Action,1
Comedy|Horror|Sci-Fi,140614,Comedy,2
Short|Drama|Thriller,108181,Short,16
Drama|Romance,114307,Drama,6
Drama|Mystery|Sci-Fi,58898,Drama,6
Comedy|Crime|Drama,82206,Comedy,2
Documentary|Drama,111430,Documentary,11
Documentary|War,107727,Documentary,11
Drama|Thriller,81759,Drama,6
Drama,113443,Drama,6
Drama|Romance,109491,Drama,6
Action|Adventure|Comedy,114048,Action,1
Romance|Drama,111613,Romance,9
Comedy|Drama|Romance,117104,Comedy,2
Action|Sci-Fi|Thriller,117688,Action,1
Drama,109751,Drama,6
Action|Crime|Drama,117774,Action,1
Crime|Drama|Mystery,114736,Crime,5
Comedy|Drama|Romance,112604,Comedy,2
Comedy|Crime|Drama,116289,Comedy,2
Drama,109593,Drama,6
Comedy,103095,Comedy,2
Comedy|Drama,112368,Comedy,2
Biography|Drama|History,104046,Biography,4
Drama,62952,Drama,6
Mystery|Drama|Romance,115742,Mystery,8
Action|Adventure|Thriller,117420,Action,1
Comedy|Drama|Music,115951,Comedy,2
Drama|Sport,117784,Drama,6
Crime|Drama|Mystery,117107,Crime,5
Comedy|Romance,117979,Comedy,2
Animation|Adventure|Comedy,95776,Animation,0
Comedy|Sport,115851,Comedy,2
Family|Adventure,116322,Family,12
Crime|Drama|Romance,109374,Crime,5
Drama,110712,Drama,6
Drama|Fantasy|Western,112817,Drama,6
Adventure|Drama|Romance,113362,Adventure,3
Action|Crime|Drama,73778,Action,1
Comedy|Romance,112546,Comedy,2
Comedy|Fantasy,108500,Comedy,2
Comedy|Romance|Sci-Fi,117108,Comedy,2
Animation|Comedy|Family,118114,Animation,0
Drama,114103,Drama,6
Documentary|Biography,113270,Documentary,11
Drama,92123,Drama,6
Drama|Fantasy|Horror,115963,Drama,6
Comedy|Sport,116448,Comedy,2
Drama|Thriller,116827,Drama,6
Comedy|Romance,112701,Comedy,2
Animation|Drama,113429,Animation,0
